,cluster,simplified_job_title,cleaned_required_skills
99,26,Data Scientist,"['database system', 'database management', 'database', 'database management', 'database setup', 'relational database', 'database structure', 'vector database', 'database programming', 'database design', 'database design', 'database management', 'database querying', 'database design', 'metric database', 'database application']"
100,26,Intern,"['database management', 'database']"
101,27,Business Intelligence,"['organizational skill', 'organizational skill', 'organizational skill']"
102,27,Data Analyst,"['organizational skill', 'organizational behavior', 'organizational skill', 'organizational skill', 'organizational skill', 'organizational skill', 'organizational skill', 'organizational skill', 'organizational skill', 'organizational change', 'organizational skill', 'organizational ability', 'organizational skill', 'organizational skill', 'organizational skill', 'organizational skill']"
103,27,Data Scientist,"['organizational skill', 'organizational behavior', 'organizational skill']"
104,27,Intern,"['organizational', 'organizational skill']"
105,28,Data Analyst,"['scripting', 'scripting language', 'scripting', 'scripting', 'scripting language', 'scripting language', 'scripting']"
106,28,Data Scientist,"['scripting', 'scripting language', 'scripting', 'scripting language', 'scripting language', 'data scripting', 'scripting']"
107,28,Intern,"['scripting', 'scripting']"
108,29,Business Intelligence,"['business acumen', 'business insight', 'business intelligence', 'business intelligence research', 'business intelligence', 'business proficiency', 'business intelligence', 'business reporting', 'business intelligence', 'business intelligence', 'business acumen', 'business acumen', 'business intelligence', 'business intelligence', 'business intelligence tool', 'business intelligence', 'business intelligence', 'business intelligence']"
109,29,Data Analyst,"['business requirement', 'business solution', 'business analytics', 'business analysis', 'business intelligence', 'business intelligence tool', 'business intelligence', 'business intelligence', 'business rule', 'business intelligence', 'business analytics', 'business analysis', 'business object', 'business process mapping', 'business intelligence', 'business analytics', 'business process analysis', 'business acumen', 'business intelligence', 'business intelligence', 'business writing', 'business analysis', 'business object', 'business requirement', 'business intelligence', 'business intelligence', 'business analytics', 'business strategy', 'business experience', 'business analysis', 'business intelligence', 'business intelligence', 'business intelligence tool', 'business reporting', 'business object', 'business analysis', 'business intelligence', 'business intelligence', 'business analytics', 'business analytics', 'business analysis', 'business intelligence', 'business analysis', 'business intelligence']"
110,29,Data Scientist,"['business intelligence', 'business recommendation', 'business intelligence', 'business acumen', 'business acumen', 'business intelligence tool', 'business acumen', 'business problem', 'business acumen', 'business knowledge', 'business collaboration', 'business acumen', 'business acumen']"
111,29,Intern,['business analysis']
112,30,Business Intelligence,"['programming', 'programming']"
113,30,Data Analyst,"['programming', 'sa programming', 'programming', 'sa programming', 'programming', 'programming', 'programming', 'programming', 'programming', 'programming language', 'programming language', 'r programming', 'programming', 'programming', 'sa programming', 'programming', 'programming', 'programming', 'programming', 'programming language', 'programming language', 'gosu programming', 'r programming', 'system programming', 'api programming', 'programming', 'programming']"
114,30,Data Scientist,"['programming language', 'programming python', 'programming', 'python programming', 'programming language', 'programming', 'python programming', 'programming', 'programming language', 'programming', 'programming', 'programming', 'programming', 'programming', 'programming', 'programming', 'programming', 'programming', 'programming', 'programming', 'programming', 'statistical programming', 'programming', 'python programming', 'programming', 'programming', 'programming', 'programming', 'programming', 'programming', 'programming', 'programming', 'functional programming', 'programming', 'programming language', 'programming language', 'programming', 'programming', 'programming', 'programming', 'r programming', 'programming', 'statistical programming', 'programming', 'mathematical programming', 'programming', 'gpu programming', 'programming', 'programming', 'programming language', 'programming']"
115,30,Intern,"['python programming', 'programming']"
116,31,Business Intelligence,['apache superset']
117,31,Data Analyst,['apache airflow']
118,31,Data Scientist,"['apache kafka', 'apache pig', 'apache spark', 'apache hadoop', 'apache spark']"
119,32,Business Intelligence,"['delivery optimization', 'process optimization']"
120,32,Data Analyst,"['business process optimization', 'conversion rate optimization', 'process optimization', 'data model optimization', 'website optimization', 'customer journey optimization']"
121,32,Data Scientist,"['optimization', 'optimization', 'optimization algorithm', 'hyperparameter optimization', 'optimization model', 'optimization', 'optimization model', 'optimization', 'optimization', 'optimization', 'optimization', 'linear optimization', 'campaign optimization', 'optimization', 'optimization', 'optimization', 'optimization', 'optimization', 'constrained optimization', 'optimization', 'optimization', 'optimization', 'numerical optimization', 'optimization', 'optimization']"
122,32,Intern,['supply chain optimization']
123,33,Business Intelligence,"['dbt cloud', 'cloud']"
124,33,Data Analyst,"['cloud data platform', 'cloud technology', 'cloud platform', 'cloud', 'google cloud platform', 'cloud', 'cloud platform', 'cloud environment', 'cloud computing', 'cloud datawarehouse', 'cloud computing', 'cloud data warehouse', 'cloud data warehouse', 'cloud platform', 'cloud native', 'cloud service', 'cloud platform']"
125,33,Data Scientist,"['cloud computing', 'cloud computing', 'cloud environment', 'cloud management', 'cloud ml', 'cloud computing', 'cloud computing', 'cloud service', 'cloud platform', 'cloud development', 'azure cloud', 'cloud platform', 'cloud platform', 'cloud computing', 'cloud platform', 'azure cloud', 'public cloud platform', 'cloud computing', 'cloud platform', 'cloud platform', 'cloud computing', 'cloud computing', 'cloud service', 'cloud platform', 'cloud computing', 'cloud tool', 'cloud environment', 'cloud technology', 'cloud computing', 'cloud environment', 'cloud platform', 'cloud platform', 'cloud computing', 'google cloud', 'cloud computing', 'cloud technology', 'cloud', 'cloud computing', 'google cloud', 'cloud architecture', 'cloud environment', 'cloud computing', 'cloud computing', 'cloud', 'cloud', 'cloud computing', 'cloud', 'cloud computing', 'cloud computing', 'cloud platform', 'cloud computing', 'cloud environment', 'cloud architecture', 'cloud technology', 'cloud technology', 'cloud technology', 'cloud computing', 'google cloud platform']"
126,33,Intern,"['cloud', 'cloud', 'cloud technology']"
127,34,Business Intelligence,['data quality']
128,34,Data Analyst,"['data quality', 'data quality', 'model quality evaluation', 'quality control', 'quality assurance', 'data quality', 'code quality assurance', 'data quality', 'data quality', 'data quality', 'quality', 'quality control', 'data quality', 'data quality management', 'data quality', 'quality control', 'data quality']"
129,34,Data Scientist,"['data quality', 'data quality', 'quality control', 'data quality', 'data quality']"
130,35,Business Intelligence,"['tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau']"
131,35,Data Analyst,"['tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau visualization', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau']"
132,35,Data Scientist,"['tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'cloudbased tableau', 'tableau', 'tableau', 'tableau', 'tableau', 'tableau']"
133,36,Data Analyst,"['spark', 'spark', 'spark', 'spark']"
134,36,Data Scientist,"['spark', 'spark', 'spark', 'spark', 'spark', 'spark', 'spark', 'spark', 'spark', 'spark', 'spark', 'spark', 'spark', 'spark', 'spark', 'spark', 'spark', 'spark']"
135,37,Business Intelligence,"['data mining', 'data mining', 'data mining', 'data mining']"
136,37,Data Analyst,"['data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'mining cleansing', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining']"
137,37,Data Scientist,"['data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining algorithm', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'text mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'data mining', 'text mining', 'text mining', 'data mining', 'data mining', 'data mining']"
138,37,Intern,['data mining']
139,38,Business Intelligence,"['attention detail', 'attention detail']"
140,38,Data Analyst,"['attention detail', 'attention detail', 'attention detail', 'attention detail', 'attention detail', 'attention detail', 'attention detail', 'attention detail', 'attention detail', 'attention detail', 'attention detail', 'attention detail', 'attention detail', 'attention detail', 'attention detail']"
141,38,Data Scientist,"['attention detail', 'attention detail']"
142,38,Intern,"['attention detail', 'attention detail']"
143,39,Data Analyst,"['statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling']"
144,39,Data Scientist,"['statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling', 'statistical modeling']"
145,39,Intern,['statistical modeling']
