,applicationsCount,applyType,applyUrl,benefits,companyId,companyName,companyUrl,contractType,experienceLevel,id,jobUrl,location,postedTime,posterFullName,posterProfileUrl,publishedAt,salary,sector,title,workType,min_years_of_experience,min_hourly_salary,max_hourly_salary,min_yearly_salary,max_yearly_salary,required_degree,remote_work,required_skills,simplified_job_title
669,137 applicants,EXTERNAL,https://www1.jobdiva.com/portal/?a=4ejdnw6472ao8pjx7up3pe2x6uaqqw080elc66jdh6a4s9vz3qs7hd8hjrqzioil&source=LinkedIn#/jobs/29050724,,2494361.0,NTT DATA North America,https://www.linkedin.com/company/ntt-data-americas?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4096154975,https://www.linkedin.com/jobs/view/etl-python-data-analyst-at-ntt-data-north-america-4096154975?trk=public_jobs_topcard-title,"McKinney, TX",6 days ago,,,2024-12-10,,IT Services and IT Consulting,ETL / Python Data Analyst,Information Technology,4.0,,,,,,False,"['SQL', 'Excel', 'MS Access', 'analytical abilities', 'report writing', 'data analysis', 'ETL', 'Python']",Data Analyst
672,199 applicants,EXTERNAL,https://boards.greenhouse.io/rebuildmanufacturing/jobs/4483529005?gh_src=LinkedIn&source=LinkedIn,"Medical insurance
Vision insurance
Dental insurance
401(k)
Paid paternity leave
Tuition assistance
Disability insurance",69510344.0,Re:Build Manufacturing,https://www.linkedin.com/company/re-build-manufacturing?trk=public_jobs_topcard-org-name,Full-time,Associate,4045332195,https://www.linkedin.com/jobs/view/data-business-intelligence-specialist-at-re-build-manufacturing-4045332195?trk=public_jobs_topcard-title,"Rock Hill, SC",3 days ago,,,2024-12-13,,Automation Machinery Manufacturing,Data & Business Intelligence Specialist,Information Technology,8.0,,,,,BS,True,"['data analysis', 'business intelligence', 'database management', 'data warehousing', 'Power BI', 'SQL']",Business Intelligence
675,109 applicants,EXTERNAL,https://web.wd1.myworkdayjobs.com/ExternalCareerSite/job/United-States\u002d\u002d-Remote/Senior-Fraud-Data-Analyst_R11252?source=LinkedIn,,75501164.0,Newfold Digital,https://www.linkedin.com/company/newfold?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4098740355,https://www.linkedin.com/jobs/view/senior-fraud-data-analyst-at-newfold-digital-4098740355?trk=public_jobs_topcard-title,United States,5 days ago,,,2024-12-11,,Software Development,Senior Fraud Data Analyst,Information Technology,2.0,,,70000.0,80000.0,BS,True,"['fraud detection', 'data analysis', 'SQL', 'Python', 'R', 'data visualization', 'machine learning', 'problem-solving', 'communication']",Data Analyst
678,Be among the first 25 applicants,EXTERNAL,https://www2.jobdiva.com/portal/?a=lmjdnwstygivzwlr4davpil0fjeac503f5em529l58yp19ouif1l5b73opy9iwzs&compid=0#/jobs/24363255&source=LinkedIn.com,,2985733.0,Aditi Consulting,https://www.linkedin.com/company/aditiconsulting?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4094018434,https://www.linkedin.com/jobs/view/data-analyst-3-at-aditi-consulting-4094018434?trk=public_jobs_topcard-title,"Ridgefield Park, NJ",6 days ago,,,2024-12-10,$55.00/hr - $60.00/hr,IT Services and IT Consulting,Data Analyst 3,Information Technology,5.0,55.0,60.0,,,BS,False,"['teamwork', 'communication', 'SDLC', 'ITIL', 'QA', 'Project Management', 'Six Sigma', 'Microsoft SharePoint']",Data Analyst
680,47 applicants,EXTERNAL,https://careers.cnoinc.com/carmel-in/data-analyst-system-operations-edi-remote-from-any-us-based-location/6D245176175F4E5E88B4F936B8F414A4/job/,,5006.0,CNO Financial Group,https://www.linkedin.com/company/cno-financial-group?trk=public_jobs_topcard-org-name,Full-time,Entry level,4096943318,https://www.linkedin.com/jobs/view/data-analyst-system-operations-edi-remote-from-any-us-based-location-at-cno-financial-group-4096943318?trk=public_jobs_topcard-title,"Orlando, FL",6 days ago,,,2024-12-11,"$49,400.00/yr - $76,600.00/yr",Insurance,"Data Analyst, System Operations (EDI) - REMOTE from any US based location",Information Technology,2.0,24.0,36.0,49400.0,74200.0,BS,True,"['data analysis', 'problem-solving', 'communication', 'Microsoft Excel', 'EDI knowledge', 'payroll', 'benefits administration']",Data Analyst
681,106 applicants,EXTERNAL,https://pilotwatersolutions.com/?page_id=1545,,28811209.0,Pilot Water Solutions,https://www.linkedin.com/company/pilotwater?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4099248820,https://www.linkedin.com/jobs/view/operations-data-analyst-at-pilot-water-solutions-4099248820?trk=public_jobs_topcard-title,"Houston, TX",4 days ago,"Kimi Cosgrove Minor, SHRM-CP",https://www.linkedin.com/in/kimi-minor,2024-12-12,,Oil and Gas,Operations Data Analyst,Analyst and Engineering,3.0,,,,,BS,False,"['data management', 'Excel', 'data reporting', 'power usage', 'asset management', 'algorithms', 'data analytics', 'collaboration', 'SCADA', 'Python']",Data Analyst
684,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/technical-business-data-analyst-ba-da-with-strong-sql-at-synechron-4088201868?trk=public_jobs_topcard-title,"Vision insurance
Dental insurance
Medical insurance
401(k)
Pension plan
Paid paternity leave
Paid maternity leave
Disability insurance",15506.0,Synechron,https://www.linkedin.com/company/synechron?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4088201868,https://www.linkedin.com/jobs/view/technical-business-data-analyst-ba-da-with-strong-sql-at-synechron-4088201868?trk=public_jobs_topcard-title,"Irving, TX",3 days ago,Vijay Chavan,https://www.linkedin.com/in/vjchavan,2024-12-13,"$95,000.00/yr - $105,000.00/yr","Information Services, Software Development, and Financial Services",Technical Business Data Analyst (BA/DA) with strong SQL,"Information Technology, Finance, and Engineering",7.0,,,95000.0,105000.0,BS,False,"['business analysis', 'data analysis', 'technical specifications', 'communication', 'problem solving', 'Agile', 'Scrum', 'software development']",Data Analyst
695,Over 200 applicants,EXTERNAL,https://jobs.dayforcehcm.com/en-US/amsoil/CANDIDATEPORTAL/jobs/1163,,137951.0,AMSOIL INC.,https://www.linkedin.com/company/amsoil?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4083042646,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-amsoil-inc-4083042646?trk=public_jobs_topcard-title,"Superior, WI",3 days ago,,,2024-12-13,,Manufacturing,Business Intelligence Analyst,Analyst and Information Technology,5.0,,,,,BS,True,"['analytics', 'problem-solving', 'data manipulation', 'data visualization', 'Microsoft Excel', 'data warehouse', 'ETL', 'predictive models', 'machine learning']",Business Intelligence
698,129 applicants,EXTERNAL,https://careers-geosyntec.icims.com/jobs/2997/gis-data-analyst/job?mode=apply&iis=LinkedIn&in_iframe=1&iisn=LinkedIn,,21488.0,Geosyntec Consultants,https://www.linkedin.com/company/geosyntec-consultants?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4078188346,https://www.linkedin.com/jobs/view/gis-data-analyst-at-geosyntec-consultants-4078188346?trk=public_jobs_topcard-title,"Bedford, NH",5 days ago,,,2024-12-11,,"Civil Engineering, Environmental Services, and Construction",GIS Data Analyst,"Science, Consulting, and Engineering",2.0,,,,,BS,False,"['ArcGIS', 'GIS', 'LiDAR', 'data management', 'data visualization', 'GPS', 'Python', 'environmental data', 'geologic data', 'geotechnical data']",Data Analyst
711,Be among the first 25 applicants,EXTERNAL,https://www.applicantpro.com/openings/tcectexas/jobs/3587937-567839,,27227342.0,"Tri-County Electric Cooperative, Inc.",https://www.linkedin.com/company/tcectexas?trk=public_jobs_topcard-org-name,Full-time,Entry level,4097653905,https://www.linkedin.com/jobs/view/enterprise-data-analyst-at-tri-county-electric-cooperative-inc-4097653905?trk=public_jobs_topcard-title,"Aledo, TX",5 days ago,,,2024-12-12,,Utilities,Enterprise Data Analyst,Information Technology,2.0,,,,,BS,False,"['Tableau', 'Power BI', 'Crystal Reports', 'SQL Server', 'Python', 'C#.NET', 'Java', 'data pipelines', 'data lake', 'data analytics']",Data Analyst
715,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-fractal-4100714552?trk=public_jobs_topcard-title,"Medical insurance
Vision insurance
Dental insurance
401(k)",26945.0,Fractal,https://www.linkedin.com/company/fractal-analytics?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4100714552,https://www.linkedin.com/jobs/view/data-scientist-at-fractal-4100714552?trk=public_jobs_topcard-title,"Redwood City, CA",3 days ago,Gaurav Singh,https://www.linkedin.com/in/gaurav-singh019,2024-12-14,"$115,000.00/yr - $160,000.00/yr",Business Consulting and Services,Data Scientist,"Information Technology, Analyst, and Engineering",3.0,,,115000.0,185000.0,BS/MS,False,"['Machine Learning', 'data modeling', 'Python', 'data preprocessing', 'big data', 'cloud computing']",Data Scientist
720,Over 200 applicants,EXTERNAL,https://careers.penfed.org/jobs/10441?mode=job&iis=LinkedIn&iisn=LinkedInJobSlot&lang=en-us,,20551.0,PenFed Credit Union,https://www.linkedin.com/company/penfed?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4071903660,https://www.linkedin.com/jobs/view/business-intelligence-analyst-operations-at-penfed-credit-union-4071903660?trk=public_jobs_topcard-title,"McLean, VA",4 days ago,,,2024-12-12,,Financial Services,"Business Intelligence Analyst, Operations","Research, Analyst, and Information Technology",2.0,,,,,BS,True,"['data visualization', 'SQL', 'Business Intelligence', 'data analytics', 'ETL tools', 'Python']",Business Intelligence
723,30 applicants,EXTERNAL,https://jobs.dormakaba.com/job/Indianapolis-Business-Intelligence-Intern-IN-46250/1137692401/?feedId=314001&utm_source=LILimitedListings&utm_campaign=dormakaba_LIListings,,1177302.0,dormakaba Americas,https://www.linkedin.com/company/dormakabaamericas?trk=public_jobs_topcard-org-name,Full-time,Associate,4096498164,https://www.linkedin.com/jobs/view/business-intelligence-intern-at-dormakaba-americas-4096498164?trk=public_jobs_topcard-title,"Indianapolis, IN",5 days ago,,,2024-12-11,,Wholesale Building Materials,Business Intelligence Intern,"Finance, Analyst, and Accounting/Auditing",,20.0,24.0,,,BS/MS,False,"['data analysis', 'project management', 'collaboration', 'presentation skills', 'technology introduction']",Intern
724,Be among the first 25 applicants,EXTERNAL,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?jobId=545489&source=LI&cid=028d824e-00ea-4d78-9af5-c7a7236b4260,,62875.0,Educational Alliance,https://www.linkedin.com/company/educational-alliance?trk=public_jobs_topcard-org-name,Full-time,Entry level,4096334528,https://www.linkedin.com/jobs/view/people-and-culture-data-analyst-at-educational-alliance-4096334528?trk=public_jobs_topcard-title,"New York, NY",6 days ago,,,2024-12-11,"$60,000.00/yr - $70,000.00/yr",Civic and Social Organizations,People and Culture Data Analyst,Information Technology,3.0,,,,,BS,False,"['data analytics', 'business intelligence', 'HR data', 'programming', 'Python', 'R', 'SQL', 'data visualization', 'Tableau', 'Power BI', 'Excel', 'communication', 'organizational skills', 'employment regulations', 'team player', 'data handling']",Data Analyst
729,133 applicants,EXTERNAL,https://careers.wbd.com/global/en/job/WAMEGLOBALR000088457EXTERNALENGLOBAL/Growth-Data-Analyst-Sports-Temporary?utm_source=linkedin&utm_medium=phenom-feeds,,73234923.0,Warner Bros. Discovery,https://www.linkedin.com/company/warner-bros-discovery?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4098675654,https://www.linkedin.com/jobs/view/growth-data-analyst-sports-temporary-at-warner-bros-discovery-4098675654?trk=public_jobs_topcard-title,"Atlanta, GA",4 days ago,,,2024-12-13,,Entertainment Providers,"Growth Data Analyst, Sports (Temporary)",Information Technology,3.0,,,,,,False,"['data analysis', 'problem solving', 'time management', 'communication', 'SQL', 'Python', 'data wrangling', 'technical documentation', 'data visualization']",Data Analyst
732,89 applicants,EXTERNAL,https://fa-etqd-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/job/2024001349/?utm_medium=jobshare?iis=Job+Board&iisn=LinkedIn,,165444.0,Perficient,https://www.linkedin.com/company/perficient?trk=public_jobs_topcard-org-name,Full-time,Associate,4098817223,https://www.linkedin.com/jobs/view/data-analyst-with-aws-ai-exp-at-perficient-4098817223?trk=public_jobs_topcard-title,"Denver, CO",5 days ago,,,2024-12-12,"$45,864.00/yr - $101,520.00/yr",IT Services and IT Consulting,Data Analyst with AWS & AI exp,Information Technology,,,,45864.0,101520.0,BS,False,"['AWS', 'AI/ML', 'data profiling', 'SQL', 'data analysis']",Data Analyst
736,29 applicants,EXTERNAL,https://nychb.teacherssupportnetwork.com/guest/ShowVacancyDetails.do?vacancyId=24730,,2905.0,NYC Department of Education,https://www.linkedin.com/company/nyc-department-of-education?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4099648278,https://www.linkedin.com/jobs/view/senior-data-analyst-ogc-24730-at-nyc-department-of-education-4099648278?trk=public_jobs_topcard-title,"Manhattan, NY",4 days ago,,,2024-12-12,,Primary and Secondary Education,"Senior Data Analyst, OGC - 24730",Information Technology,2.0,58.0,64.0,122034.0,133630.0,MS,False,"['data analysis', 'project management', 'communication', 'statistical software', 'data visualization', 'Microsoft Azure', 'Power Platform', 'SQL', 'Python', 'R']",Data Analyst
741,95 applicants,EXTERNAL,https://www.collegerecruiter.com/job/1469143846?r=1&source=101&ids=513,,33917580.0,"Exl Service Private Limited,Noida",https://www.linkedin.com/company/exl-service-private-limited-noida?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4100888704,https://www.linkedin.com/jobs/view/sr-data-analyst-at-exl-service-private-limited-noida-4100888704?trk=public_jobs_topcard-title,"Memphis, TN",23 hours ago,,,2024-12-17,$60.00/hr - $70.00/hr,Consumer Services,Sr. Data Analyst,Information Technology,5.0,60.0,70.0,,,BS,False,"['Data Analytics', 'SQL', 'PowerBI', 'Tableau', 'Problem-solving', 'Communication', 'Influencing', 'Cross-functional', 'End-to-End', 'Flexibility', 'Attention to detail']",Data Analyst
751,61 applicants,EXTERNAL,https://raymondjames.taleo.net/careersection/rj_extcareersection052308/jobdetail.ftl?src=Linkedin&tz=GMT+05%3A30&job=634700&tzname=Asia%2FCalcutta#JB-10208,,4207.0,Raymond James,https://www.linkedin.com/company/raymond-james-financial-inc-?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4079854216,https://www.linkedin.com/jobs/view/lead-technical-data-analyst-at-raymond-james-4079854216?trk=public_jobs_topcard-title,"Denver, CO",6 days ago,,,2024-12-10,,Financial Services,Lead Technical Data Analyst,Information Technology,5.0,,,140000.0,,BS,False,"['business analysis', 'data analysis', 'project management', 'SQL', 'financial services']",Data Analyst
753,176 applicants,EXTERNAL,https://www.talentify.io/job/data-analyst-hybrid-remote-chillicothe-illinois-us-remote-jobs-qw6x3536?utm_campaign=booc-linkedin&tdd=dDEsaDEsand5NG9xLHIxMixlcHJvNjc2MDc4YjllNmUxMjg1MTE5NTE4OA&utm_medium=Xml&personalized=true&utm_source=linkedin,,2204084.0,Talentify.io,https://www.linkedin.com/company/talentify-io?trk=public_jobs_topcard-org-name,Full-time,Entry level,4094270788,https://www.linkedin.com/jobs/view/data-analyst-hybrid-remote-at-talentify-io-4094270788?trk=public_jobs_topcard-title,"Chillicothe, IL",19 hours ago,,,2024-12-17,,"Technology, Information and Media",Data Analyst (hybrid-remote),Analyst,2.0,,,,,BS,True,"['SAS', 'Tableau', 'data validation', 'communication', 'problem-solving']",Data Analyst
754,51 applicants,EXTERNAL,https://calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=460087,,42723251.0,California Department of Industrial Relations,https://www.linkedin.com/company/californiadir?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4100748378,https://www.linkedin.com/jobs/view/research-data-analyst-i-at-california-department-of-industrial-relations-4100748378?trk=public_jobs_topcard-title,"San Francisco County, CA",3 days ago,,,2024-12-14,"$4,339.00/mo - $6,720.00/mo",Government Administration,Research Data Analyst I,"Research, Analyst, and Information Technology",,,,,,,True,"['data analysis', 'statistical tables', 'technical writing', 'surveys', 'programming']",Data Analyst
755,57 applicants,EXTERNAL,https://job-boards.greenhouse.io/rvohealth/jobs/4500840005,,80814146.0,RVO Health,https://www.linkedin.com/company/rvohealth?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4102792397,https://www.linkedin.com/jobs/view/staff-clinical-data-analyst-at-rvo-health-4102792397?trk=public_jobs_topcard-title,"Atlanta, GA",7 hours ago,,,2024-12-17,,Hospitals and Health Care,Staff Clinical Data Analyst,Information Technology,,,,108000.0,145000.0,,True,"['clinical background', 'medical coding', 'SQL queries', 'interpersonal skills', 'technical skills', 'curiosity', 'communication']",Data Analyst
756,179 applicants,EXTERNAL,https://rushprod-lm01.cloud.infor.com:1444/lmghr/CandidateSelfService/lm?dataarea=lmgh&context.session.key.JobBoard=RUSHEXTERNAL&context.session.key.HROrganization=10&context.session.key.noheader=true&JobPost=2&JobReq=13646,,7488.0,Rush University Medical Center,https://www.linkedin.com/company/rush-university-medical-center?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4083567133,https://www.linkedin.com/jobs/view/clinical-data-analyst-13646-at-rush-university-medical-center-4083567133?trk=public_jobs_topcard-title,"Chicago, IL",2 days ago,,,2024-12-14,,Hospitals and Health Care,Clinical Data Analyst-13646,Information Technology,3.0,,,,,MS,False,"['analytic skills', 'issue resolution', 'facilitation skills', 'SQL proficiency', 'communication skills', 'interpersonal skills', 'teamwork', 'data analytics tools', 'statistical software']",Data Analyst
758,61 applicants,EXTERNAL,https://dsp.prng.co/eqWqd2b,,1419.0,Capital One,https://www.linkedin.com/company/capital-one?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4100062182,https://www.linkedin.com/jobs/view/senior-data-analyst-at-capital-one-4100062182?trk=public_jobs_topcard-title,"Richmond, VA",3 days ago,,,2024-12-13,,Financial Services,Senior Data Analyst,Information Technology,5.0,,,,,BS/MS,False,"['data analytics', 'scripting', 'business intelligence', 'data governance', 'data quality', 'AWS']",Data Analyst
759,Be among the first 25 applicants,EXTERNAL,https://careers-wafd.icims.com/jobs/3304/business-intelligence-analyst-%28seattle%2c-wa\u002d\u002dboise%2c-id%29/job?mode=job&iis=Job+Posting&iisn=LinkedIn,,28792425.0,WaFd Bank,https://www.linkedin.com/company/wafd-bank?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4094013726,https://www.linkedin.com/jobs/view/business-intelligence-analyst-seattle-wa-boise-id-at-wafd-bank-4094013726?trk=public_jobs_topcard-title,"Seattle, WA",6 days ago,,,2024-12-10,"$85,000.00/yr - $125,000.00/yr",Banking,"Business Intelligence Analyst (Seattle, WA /Boise, ID)","Research, Analyst, and Information Technology",1.0,,,85000.0,125000.0,BS,False,"['Power BI', 'SQL', 'data management', 'data governance', 'data modeling', 'analytical skills', 'problem-solving', 'communication', 'collaboration']",Business Intelligence
765,Over 200 applicants,EXTERNAL,https://shipt.wd1.myworkdayjobs.com/Shipt_External/job/San-Francisco-CA/Data-Scientist_R3603?source=LinkedIn,,4809147.0,Shipt,https://www.linkedin.com/company/shipt?trk=public_jobs_topcard-org-name,Full-time,Entry level,4098220705,https://www.linkedin.com/jobs/view/data-scientist-at-shipt-4098220705?trk=public_jobs_topcard-title,"San Francisco, CA",5 days ago,,,2024-12-11,"$98,155.00/yr - $145,110.00/yr",Software Development,Data Scientist,Engineering and Information Technology,1.0,,,98155.0,145110.0,BS,False,"['data analytics', 'marketing analysis', 'KPI development', 'digital marketing', 'A/B testing', 'customer segmentation', 'data infrastructure', 'Python', 'R', 'SQL', 'Tableau']",Data Scientist
766,Over 200 applicants,EXTERNAL,https://jsv3.recruitics.com/redirect?rx_cid=3239&rx_jobId=a1KDp00000E2K2UMAV_1008&rx_url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F572429542041302%2F%3Frx_campaign%3DLinkedin1%26rx_ch%3Dconnector%26rx_group%3D126320%26rx_job%3Da1KDp00000E2K2UMAV_1008%26rx_medium%3Dpost%26rx_r%3Dnone%26rx_source%3DLinkedin%26rx_ts%3D20241217T001201Z%26rx_vp%3Dslots%26utm_campaign%3DJob%252Bboard%26utm_medium%3Djobs%26utm_source%3DLIpaid,,10667.0,Meta,https://www.linkedin.com/company/meta?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4099172206,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4099172206?trk=public_jobs_topcard-title,"San Francisco, CA",3 days ago,,,2024-12-14,"$114,000.00/yr - $171,000.00/yr","Technology, Information and Internet","Data Scientist, Product Analytics",Engineering and Information Technology,2.0,,,114000.0,171000.0,BS,False,"['data analysis', 'data mining', 'quantitative analysis', 'SQL', 'Python', 'R', 'statistical software', 'user behaviors', 'product trends']",Data Scientist
767,Over 200 applicants,EXTERNAL,https://jsv3.recruitics.com/redirect?rx_cid=3239&rx_jobId=a1KDp00000E2JMXMA3_1001&rx_url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F1730823254404037%2F%3Frx_campaign%3DLinkedin1%26rx_ch%3Dconnector%26rx_group%3D126320%26rx_job%3Da1KDp00000E2JMXMA3_1001%26rx_medium%3Dpost%26rx_r%3Dnone%26rx_source%3DLinkedin%26rx_ts%3D20241217T001201Z%26rx_vp%3Dslots%26utm_campaign%3DJob%252Bboard%26utm_medium%3Djobs%26utm_source%3DLIpaid,,10667.0,Meta,https://www.linkedin.com/company/meta?trk=public_jobs_topcard-org-name,Full-time,Internship,4043796448,https://www.linkedin.com/jobs/view/data-scientist-intern-product-analytics-at-meta-4043796448?trk=public_jobs_topcard-title,"New York, NY",3 days ago,,,2024-12-13,,"Technology, Information and Internet","Data Scientist Intern, Product Analytics",Engineering and Information Technology,,,,,132000.0,BS/MS,False,"['data analysis', 'SQL', 'Python', 'R', 'analytics']",Intern
769,197 applicants,EXTERNAL,https://salesforce.wd12.myworkdayjobs.com/Slack/job/Georgia\u002d\u002d-Atlanta/Data-Scientist\u002d\u002dSlack-_JR274520-2?source=LinkedIn_Slack_Jobs,,1612748.0,Slack,https://www.linkedin.com/company/tiny-spec-inc?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4098704519,https://www.linkedin.com/jobs/view/data-scientist-slack-at-slack-4098704519?trk=public_jobs_topcard-title,"Atlanta, GA",5 days ago,,,2024-12-12,,"Technology, Information and Internet",Data Scientist (Slack),"Research, Analyst, and Engineering",2.0,,,,,BS,False,"['SQL', 'Python', 'R', 'statistical methods', 'machine learning']",Data Scientist
770,Be among the first 25 applicants,EXTERNAL,https://www.usajobs.gov/job/823127000,,4495.0,US Environmental Protection Agency (EPA),https://www.linkedin.com/company/us-epa?trk=public_jobs_topcard-org-name,Full-time,Entry level,4096352232,https://www.linkedin.com/jobs/view/data-scientist-at-us-environmental-protection-agency-epa-4096352232?trk=public_jobs_topcard-title,"Denver, CO",6 days ago,,,2024-12-11,,Government Administration,Data Scientist,Engineering and Information Technology,1.0,,,,,BS,True,"['data analytics', 'dashboards', 'process automations', 'large data sets', 'mathematics', 'statistics', 'computer science', 'records management', 'technical writing', 'project management', 'data analysis', 'database systems', 'analytical techniques', 'performance monitoring', 'oral communication']",Data Scientist
771,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-walmart-4096194473?trk=public_jobs_topcard-title,"Medical insurance
Vision insurance
Dental insurance
401(k)
Paid maternity leave
Paid paternity leave",2646.0,Walmart,https://www.linkedin.com/company/walmart?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4096194473,https://www.linkedin.com/jobs/view/data-scientist-at-walmart-4096194473?trk=public_jobs_topcard-title,"Sunnyvale, CA",6 days ago,,,2024-12-10,"$104,000.00/yr - $202,000.00/yr",Retail,Data Scientist,Analyst,3.0,,,,,BS,False,"['analytics', 'SQL', 'data visualization', 'communication', 'A/B testing', 'data analysis']",Data Scientist
772,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-brady-corporation-4060208081?trk=public_jobs_topcard-title,,6213.0,Brady Corporation,https://www.linkedin.com/company/brady-corporation?trk=public_jobs_topcard-org-name,Full-time,Entry level,4060208081,https://www.linkedin.com/jobs/view/data-scientist-at-brady-corporation-4060208081?trk=public_jobs_topcard-title,"Plymouth, MN",4 days ago,,,2024-12-12,,Manufacturing,Data Scientist,Engineering and Information Technology,3.0,,,,,BS,False,"['advanced analytics', 'data science', 'statistical modeling', 'machine learning', 'data mining', 'SQL', 'data visualization', 'Python', 'R', 'communication', 'problem-solving']",Data Scientist
773,Over 200 applicants,EXTERNAL,https://jsv3.recruitics.com/redirect?rx_cid=3239&rx_jobId=a1KDp00000E2K2UMAV_1006&rx_url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F572429542041302%2F%3Frx_campaign%3DLinkedin1%26rx_ch%3Dconnector%26rx_group%3D126320%26rx_job%3Da1KDp00000E2K2UMAV_1006%26rx_medium%3Dpost%26rx_r%3Dnone%26rx_source%3DLinkedin%26rx_ts%3D20241217T001201Z%26rx_vp%3Dslots%26utm_campaign%3DJob%252Bboard%26utm_medium%3Djobs%26utm_source%3DLIpaid,,10667.0,Meta,https://www.linkedin.com/company/meta?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4062972783,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4062972783?trk=public_jobs_topcard-title,United States,1 day ago,,,2024-12-15,"$114,000.00/yr - $171,000.00/yr","Technology, Information and Internet","Data Scientist, Product Analytics",Engineering and Information Technology,2.0,,,114000.0,171000.0,BS/MS/PHD,False,"['analytics', 'data querying', 'scripting', 'data mining', 'quantitative analysis', 'problem solving', 'communication']",Data Scientist
774,179 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-ascendion-4096188374?trk=public_jobs_topcard-title,,86694680.0,Ascendion,https://www.linkedin.com/company/ascendion?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4096188374,https://www.linkedin.com/jobs/view/data-scientist-at-ascendion-4096188374?trk=public_jobs_topcard-title,"Bellevue, WA",6 days ago,Rivesh Kumar,https://www.linkedin.com/in/rivesh-kumar-a1394616b,2024-12-10,"$100,000.00/yr - $130,000.00/yr","Technology, Information and Internet",Data Scientist,Engineering,,,,100000.0,130000.0,,False,"['Statistics', 'Data Analysis', 'Model Development', 'Machine Learning']",Data Scientist
775,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-ii-at-oscar-health-4095588829?trk=public_jobs_topcard-title,,3014788.0,Oscar Health,https://www.linkedin.com/company/oscar-health?trk=public_jobs_topcard-org-name,Full-time,Entry level,4095588829,https://www.linkedin.com/jobs/view/data-scientist-ii-at-oscar-health-4095588829?trk=public_jobs_topcard-title,United States,4 days ago,,,2024-12-12,,Insurance,Data Scientist II,Engineering and Information Technology,3.0,,,131200.0,172200.0,MS,True,"['SQL', 'R', 'Python', 'data models', 'statistical modeling']",Data Scientist
776,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/junior-data-scientist-at-blue-signal-search-4048269987?trk=public_jobs_topcard-title,,2746223.0,Blue Signal Search,https://www.linkedin.com/company/blue-signal-search?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4048269987,https://www.linkedin.com/jobs/view/junior-data-scientist-at-blue-signal-search-4048269987?trk=public_jobs_topcard-title,"Queens, NY",4 days ago,Samantha England,https://www.linkedin.com/in/samantha-england,2024-12-12,,Food and Beverage Manufacturing,Junior Data Scientist,Engineering,,,,,,BS,False,"['data analysis', 'machine learning', 'SQL', 'data visualization', 'Python', 'Microsoft Office', 'Docker', 'Unix/Linux', 'statistical modeling', 'demand forecasting']",Data Scientist
