,applicationsCount,applyType,applyUrl,benefits,companyId,companyName,companyUrl,contractType,experienceLevel,id,jobUrl,location,postedTime,posterFullName,posterProfileUrl,publishedAt,salary,sector,title,workType,min_years_of_experience,min_hourly_salary,max_hourly_salary,min_yearly_salary,max_yearly_salary,required_degree,remote_work,required_skills
832,Be among the first 25 applicants,EXTERNAL,https://www.talent.com/redirect?id=52e3d9bddb52&source=linkedin-premium-1&utm_source=partner&pos=410770&utm_medium=linkedin-premium-1&puid=3debgdde3aebgddd3aecgdd7gadefadc3aec3aeegddb3dee3ee33deg3ee33ced3ceffcdc3ee33defgdd93ded3decgddd3de73dea3dea3de93de9ged39d&cg=talent,,100878354.0,Raya Workforce,https://www.linkedin.com/company/raya-workforce?trk=public_jobs_topcard-org-name,Full-time,Entry level,4101570212,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-raya-workforce-4101570212?trk=public_jobs_topcard-title,"Alabama, United States",2 hours ago,,,2024-12-17,,Business Consulting and Services,AI/ML Engineer,Engineering and Information Technology,2.0,,,,,BS/MS,True,"['Python', 'R', 'Java', 'TensorFlow', 'PyTorch', 'Keras', 'NLP', 'computer vision', 'deep learning', 'data preprocessing', 'feature engineering', 'exploratory data analysis', 'AWS', 'Azure', 'Google AI', 'Hadoop', 'Spark', 'Kafka', 'algorithms', 'data structures', 'model evaluation']"
833,75 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/sr-data-scientist-gen-ai-at-natera-4094566442?trk=public_jobs_topcard-title,,1051903.0,Natera,https://www.linkedin.com/company/natera?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4094566442,https://www.linkedin.com/jobs/view/sr-data-scientist-gen-ai-at-natera-4094566442?trk=public_jobs_topcard-title,"San Carlos, CA",5 days ago,,,2024-12-12,,"Biotechnology Research, Pharmaceutical Manufacturing, and Software Development","Sr Data Scientist, Gen AI",Research and Science,7.0,53.0,62.0,106000.0,132500.0,BS/MS,True,"['data science', 'Gen AI', 'medical industry', 'billing systems', 'predictive analytics', 'machine learning', 'cloud services', 'Python', 'R', 'SQL', 'data visualization', 'leadership']"
834,Be among the first 25 applicants,EXTERNAL,https://www.talent.com/redirect?id=52e3d9bddb52&source=linkedin-premium-1&utm_source=partner&pos=410770&utm_medium=linkedin-premium-1&puid=3debgdde3aebgddd3aecgdd7gadefadc3aec3aeegddb3dee3ee33deg3ee33ced3ceffcdc3ee33defgdd93ded3decgddd3de73dea3dea3de93de9ged39d&cg=talent,,100878354.0,Raya Workforce,https://www.linkedin.com/company/raya-workforce?trk=public_jobs_topcard-org-name,Full-time,Entry level,4101570212,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-raya-workforce-4101570212?trk=public_jobs_topcard-title,"Alabama, United States",2 hours ago,,,2024-12-17,,Business Consulting and Services,AI/ML Engineer,Engineering and Information Technology,2.0,,,,,BS/MS,True,"['Python', 'R', 'Java', 'TensorFlow', 'PyTorch', 'Keras', 'NLP', 'computer vision', 'deep learning', 'data preprocessing', 'feature engineering', 'exploratory data analysis', 'AWS', 'Azure', 'Google AI', 'Hadoop', 'Spark', 'Kafka', 'algorithms', 'data structures', 'model evaluation']"
835,114 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-tekgence-inc-4098423719?trk=public_jobs_topcard-title,,14631354.0,Tekgence Inc,https://www.linkedin.com/company/tekgence-inc?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4098423719,https://www.linkedin.com/jobs/view/data-scientist-at-tekgence-inc-4098423719?trk=public_jobs_topcard-title,"Jersey City, NJ",4 days ago,,,2024-12-12,,IT Services and IT Consulting,Data Scientist,Other,11.0,,,,,,False,"['AI/ML', 'Python', 'TensorFlow', 'PyTorch', 'unit testing', 'integration testing', 'cloud platforms', 'REST API', 'Git', 'collaborative development', 'Design Patterns', 'NLP', 'computer vision']"
836,197 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-apera-4095568696?trk=public_jobs_topcard-title,,101138257.0,Apera,https://www.linkedin.com/company/aperaco?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4095568696,https://www.linkedin.com/jobs/view/data-scientist-at-apera-4095568696?trk=public_jobs_topcard-title,"San Diego, CA",4 days ago,Lizzie Smith,https://www.linkedin.com/in/lizzie-smith-21766b258,2024-12-12,,Staffing and Recruiting,Data Scientist,Engineering and Information Technology,,,,,,MS,False,"['Statistics', 'Mathematics', 'Engineering', 'Python', 'Pandas', 'Numpy', 'Machine Learning', 'database management']"
837,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-jake-taylor-4100039889?trk=public_jobs_topcard-title,,96280338.0,Jake Taylor,https://www.linkedin.com/company/jake-taylor-talent?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4100039889,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-jake-taylor-4100039889?trk=public_jobs_topcard-title,United States,3 days ago,Dan Miramontes,https://www.linkedin.com/in/daniel-miramontes,2024-12-13,,Software Development,Machine Learning Engineer,Engineering,5.0,,,,,BS,False,"['Python', 'AWS', 'Docker', 'Kafka', 'Redis', 'DynamoDB', 'Snowflake', 'Airflow', 'SQL', 'Machine Learning']"
838,Over 200 applicants,EXTERNAL,https://jobs.lever.co/kontakt/9845dc00-e5be-4db7-90a0-79c19b1236e1/apply?lever-source=LinkedIn,,3211769.0,Kontakt.io,https://www.linkedin.com/company/kontakt-io?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4099130384,https://www.linkedin.com/jobs/view/data-scientist-at-kontakt-io-4099130384?trk=public_jobs_topcard-title,"New York, NY",3 days ago,,,2024-12-14,,"Technology, Information and Internet",Data Scientist,Engineering and Information Technology,,,,,,"University degree in Computer Science, Mathematics, Statistics, AI, Physics, or a related field",False,"['Python programming', 'advanced analytics', 'machine learning', 'Clustering', 'regression', 'classification', 'forecasting', 'Neural networks', 'hyperparameter optimization', 'Stochastic data modeling', 'anomaly detection', 'data storytelling', 'visualization']"
839,54 applicants,EXTERNAL,https://jobs.ashbyhq.com/sync.so/a2a448e1-af27-45ea-902e-03cb6a835424/application?utm_source=g8EOVb84N6,,96280560.0,sync.,https://www.linkedin.com/company/synclabs-ai?trk=public_jobs_topcard-org-name,Full-time,Entry level,4098746888,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-sync-4098746888?trk=public_jobs_topcard-title,United States,5 days ago,,,2024-12-11,"$165,000.00/yr - $240,000.00/yr",Software Development,Machine Learning Engineer,Engineering and Information Technology,5.0,,,165000.0,240000.0,,False,"['computer vision', 'ML systems', 'PyTorch', 'video processing', 'collaboration']"
840,69 applicants,EXTERNAL,https://cityjobs.nyc.gov/job/data-scientist-in-manhattan-jid-28355,,10645.0,New York City Police Department,https://www.linkedin.com/company/new-york-city-police-department?trk=public_jobs_topcard-org-name,Full-time,Entry level,4100062061,https://www.linkedin.com/jobs/view/data-scientist-at-new-york-city-police-department-4100062061?trk=public_jobs_topcard-title,"Manhattan, NY",3 days ago,,,2024-12-13,,Law Enforcement,Data Scientist,Engineering and Information Technology,4.0,,,,,BS,False,"['data analysis', 'data visualization', 'business intelligence', 'statistical analyses', 'data management', 'communication', 'teamwork']"
841,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/senior-data-scientist-core-product-engagement-at-nextdoor-4090607181?trk=public_jobs_topcard-title,,1916708.0,Nextdoor,https://www.linkedin.com/company/nextdoor-com?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4090607181,https://www.linkedin.com/jobs/view/senior-data-scientist-core-product-engagement-at-nextdoor-4090607181?trk=public_jobs_topcard-title,"San Francisco, CA",6 days ago,,,2024-12-10,"$186,000.00/yr - $224,000.00/yr","Technology, Information and Internet",Senior Data Scientist - Core Product & Engagement,Engineering and Information Technology,7.0,,,186000.0,224000.0,BS/MS,True,"['data science', 'product analytics', 'statistical modeling', 'experimentation', 'SQL', 'Python', 'communication', 'analytics framework']"
842,69 applicants,EXTERNAL,https://cityjobs.nyc.gov/job/data-scientist-in-manhattan-jid-28355,,10645.0,New York City Police Department,https://www.linkedin.com/company/new-york-city-police-department?trk=public_jobs_topcard-org-name,Full-time,Entry level,4100062061,https://www.linkedin.com/jobs/view/data-scientist-at-new-york-city-police-department-4100062061?trk=public_jobs_topcard-title,"Manhattan, NY",3 days ago,,,2024-12-13,,Law Enforcement,Data Scientist,Engineering and Information Technology,4.0,,,,,BS,False,"['data analysis', 'data visualization', 'Microsoft Power BI', 'SQL', 'R', 'Python', 'SAS', 'data management', 'statistical analyses', 'report writing', 'communication']"
843,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-cariad-inc-4079518767?trk=public_jobs_topcard-title,,74169230.0,"CARIAD, Inc.",https://www.linkedin.com/company/cariadinc?trk=public_jobs_topcard-org-name,Full-time,Entry level,4079518767,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-cariad-inc-4079518767?trk=public_jobs_topcard-title,"Mountain View, CA",2 days ago,,,2024-12-14,"$101,800.00/yr - $147,700.00/yr",Software Development,Machine Learning Engineer,Engineering and Information Technology,2.0,,,101800.0,147700.0,MS,True,"['AI application development', 'Prompt engineering', 'Model fine-tuning', 'Model evaluation', 'Collaboration', 'Communication', 'LLM models', 'Fine-tuning', 'Embeddings', 'Python', 'NLP', 'MLOps']"
844,89 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-selby-jennings-4101282088?trk=public_jobs_topcard-title,,106584.0,Selby Jennings,https://uk.linkedin.com/company/selby-jennings?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4101282088,https://www.linkedin.com/jobs/view/data-scientist-at-selby-jennings-4101282088?trk=public_jobs_topcard-title,"Dallas, TX",5 hours ago,Claire Brady,https://www.linkedin.com/in/clairesharpbrady,2024-12-17,,Professional Services,Data Scientist,Engineering,1.0,,,,,PhD,True,"['finance', 'CompSci', 'Azure', 'AWS', 'ETL']"
845,Be among the first 25 applicants,EXTERNAL,https://www.ycombinator.com/companies/sync-2/jobs/BGUHCUn-machine-learning-engineer?utm_source=syn_li,,96280560.0,sync.,https://www.linkedin.com/company/synclabs-ai?trk=public_jobs_topcard-org-name,Full-time,Entry level,4094418447,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-sync-4094418447?trk=public_jobs_topcard-title,"San Francisco, CA",5 days ago,,,2024-12-11,"$165,000.00/yr - $240,000.00/yr",Software Development,Machine Learning Engineer,Engineering and Information Technology,5.0,,,,,,False,"['computer vision', 'ML systems', 'PyTorch', 'video processing']"
846,Over 200 applicants,EXTERNAL,https://careers.adobe.com/us/en/job/ADOBUSR149386EXTERNALENUS/2025-Intern-Data-Scientist?utm_medium=phenom-feeds&source=LinkedIn&utm_source=linkedin,,1480.0,Adobe,https://www.linkedin.com/company/adobe?trk=public_jobs_topcard-org-name,Full-time,Internship,4077294443,https://www.linkedin.com/jobs/view/2025-intern-data-scientist-at-adobe-4077294443?trk=public_jobs_topcard-title,"Seattle, WA",6 days ago,,,2024-12-10,,"Advertising Services, IT Services and IT Consulting, and Software Development",2025 Intern - Data Scientist,Engineering and Information Technology,,45.0,61.0,,,BS/MS,False,"['SQL', 'statistics', 'data visualization', 'business', 'engineering']"
847,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-triunity-software-inc-4093671527?trk=public_jobs_topcard-title,,80167387.0,"Triunity Software, Inc.",https://www.linkedin.com/company/triunitysoftware?trk=public_jobs_topcard-org-name,Contract,Associate,4093671527,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-triunity-software-inc-4093671527?trk=public_jobs_topcard-title,"Jersey City, NJ",6 days ago,Prashant Rathore,https://www.linkedin.com/in/usaprashantrathore,2024-12-10,,Software Development,Machine Learning Engineer,Engineering,3.0,,,,,,False,"['machine learning', 'AI', 'Python', 'data preprocessing', 'feature engineering', 'model training', 'model evaluation', 'model deployment', 'problem solving', 'statistical concepts']"
848,133 applicants,EXTERNAL,https://careers.google.com/jobs/results/114207414873400006-data-scientist/?src=Online/LinkedIn/linkedin_us&utm_source=linkedin&utm_medium=jobposting&utm_campaign=contract,,1441.0,Google,https://www.linkedin.com/company/google?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4078149648,https://www.linkedin.com/jobs/view/data-scientist-research-search-platform-at-google-4078149648?trk=public_jobs_topcard-title,"Mountain View, CA",5 days ago,,,2024-12-11,"$177,000.00/yr - $266,000.00/yr","Information Services and Technology, Information and Internet","Data Scientist, Research, Search Platform",Information Technology and Engineering,6.0,,,177000.0,266000.0,MS,False,"['data analysis', 'statistical analysis', 'business recommendations', 'mathematical techniques', 'problem-solving', 'communication', 'leadership', 'initiative', 'teaching']"
849,84 applicants,EXTERNAL,https://nuro.ai/careersitem?gh_jid=6463067&gh_src=bcd22a501us,,12957486.0,Nuro,https://www.linkedin.com/company/nuro-inc.?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4094557012,https://www.linkedin.com/jobs/view/sr-data-scientist-at-nuro-4094557012?trk=public_jobs_topcard-title,"Mountain View, CA",5 days ago,,,2024-12-11,"$152,000.00/yr - $228,000.00/yr",Software Development,Sr. Data Scientist,Engineering and Information Technology,3.0,,,152000.0,228000.0,MS,False,"['statistical methods', 'SQL', 'data analysis', 'scripting', 'statistical models', 'communication']"
850,Over 200 applicants,EXTERNAL,https://jobs.ashbyhq.com/kikoff/3411be84-b1e5-4702-8ed8-312385f1b7dc?source=linkedin,,54363050.0,Kikoff,https://www.linkedin.com/company/getkikoff?trk=public_jobs_topcard-org-name,Full-time,Entry level,4100090411,https://www.linkedin.com/jobs/view/data-scientist-at-kikoff-4100090411?trk=public_jobs_topcard-title,"San Francisco, CA",3 days ago,,,2024-12-13,,Software Development,Data Scientist,Engineering and Information Technology,2.0,,,,,BS,False,"['SQL', 'Python', 'statistical analysis', 'experimentation design', 'communication']"
851,62 applicants,EXTERNAL,https://wellfound.com/jobs/3166777-artificial-intelligence-engineer?utm_campaign=linkedin_syndication&utm_source=linkedin,,96468705.0,Frontier Foundry,https://www.linkedin.com/company/frontierfoundry?trk=public_jobs_topcard-org-name,Full-time,Entry level,4102020555,https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-frontier-foundry-4102020555?trk=public_jobs_topcard-title,"Washington, DC",14 hours ago,,,2024-12-17,"$100,000.00/yr - $180,000.00/yr","Technology, Information and Internet",Artificial Intelligence Engineer,Engineering and Information Technology,3.0,,,,,MS,True,"['Pattern Recognition', 'Neural Networks', 'Natural Language Processing', 'Software Development', 'Machine Learning']"
852,39 applicants,EXTERNAL,https://job-boards.greenhouse.io/demandbase/jobs/6412933,,89759.0,Demandbase,https://www.linkedin.com/company/demandbase?trk=public_jobs_topcard-org-name,Full-time,Entry level,4101310025,https://www.linkedin.com/jobs/view/applied-scientist-at-demandbase-4101310025?trk=public_jobs_topcard-title,"San Francisco, CA",2 days ago,,,2024-12-14,"$160,000.00/yr - $218,000.00/yr",Software Development,Applied Scientist,"Research, Analyst, and Information Technology",5.0,,,160000.0,218000.0,"related field (e.g., Mathematics, Physics)",True,"['machine learning', 'data analysis', 'Python', 'ML libraries', 'Scala', 'SQL', 'No-SQL', 'data engineering', 'ad optimization']"
853,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-76797-at-onward-play-4093643015?trk=public_jobs_topcard-title,,42737578.0,Onward Play,https://www.linkedin.com/company/onward-play?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4093643015,https://www.linkedin.com/jobs/view/data-scientist-76797-at-onward-play-4093643015?trk=public_jobs_topcard-title,San Francisco Bay Area,6 days ago,Dan Davies,https://www.linkedin.com/in/dan-davies-671918125,2024-12-10,$75.00/hr - $85.00/hr,Financial Services,Data Scientist [76797],Engineering,8.0,75.0,85.0,,,BS,False,"['customer segmentation', 'market research', 'data analysis', 'statistical analysis', 'machine learning', 'data visualization', 'stakeholder collaboration', 'project management']"
854,66 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-allure-consultant-4095727715?trk=public_jobs_topcard-title,,105454584.0,Allure Consultant,https://www.linkedin.com/company/allure-consultant?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4095727715,https://www.linkedin.com/jobs/view/data-scientist-at-allure-consultant-4095727715?trk=public_jobs_topcard-title,"Fort Meade, MD",6 days ago,,,2024-12-10,"$148,000.00/yr - $177,000.00/yr",Staffing and Recruiting,Data Scientist,Engineering and Information Technology,2.0,,,,,BS,False,"['data visualization', 'datasets', 'graph-based algorithms', 'statistical analysis', 'data', 'machine learning', 'feature engineering', 'r', 'prototype', 'performance evaluation', 'metrics', 'models', 'cloud development', 'cross validation', 'data analysis', 'algorithms', 'sas', 'data mining', 'matlab', 'python', 'roc curves', 'learning', 'confusion matrices', 'analytics']"
855,Over 200 applicants,EXTERNAL,https://dsp.prng.co/Z7ijWyb,,1666.0,Intuit,https://www.linkedin.com/company/intuit?trk=public_jobs_topcard-org-name,Full-time,Associate,3998169048,https://www.linkedin.com/jobs/view/data-scientist-2-at-intuit-3998169048?trk=public_jobs_topcard-title,"Atlanta, GA",18 hours ago,,,2024-12-17,,Software Development,Data Scientist 2,Engineering and Information Technology,1.0,,,,,BS/MS/PHD,False,"['Python', 'SQL', 'Linux', 'machine learning', 'NLP', 'deep learning', 'A/B testing', 'statistical analysis']"
856,47 applicants,EXTERNAL,https://app.inclusively.com/job/4zaeEMang6ZB8x3Q?utm_source=linkedin&utm_medium=paidmedia&utm_campaign=candidate_job_search_campaign,"Medical insurance
Vision insurance
Dental insurance
401(k)
Paid maternity leave
Paid paternity leave",65909538.0,Inclusively,https://www.linkedin.com/company/workinclusively?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4098202339,https://www.linkedin.com/jobs/view/data-scientist-at-inclusively-4098202339?trk=public_jobs_topcard-title,San Francisco Bay Area,5 days ago,,,2024-12-11,,"Transportation, Logistics, Supply Chain and Storage",Data Scientist,Analyst,2.0,,,,,Ph.D.,False,"['data analysis', 'Python', 'optimization models', 'communication', 'collaboration', 'experimentation']"
857,Over 200 applicants,EXTERNAL,https://www.amazon.jobs/jobs/2852439/jr-data-scientist-san-diego-?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid,,1586.0,Amazon,https://www.linkedin.com/company/amazon?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4099721675,https://www.linkedin.com/jobs/view/jr-data-scientist-san-diego-at-amazon-4099721675?trk=public_jobs_topcard-title,"San Diego, CA",3 days ago,,,2024-12-13,$16.83/hr - $75.63/hr,Software Development,Jr. Data Scientist- San Diego,Engineering and Information Technology,,16.0,75.0,,,MS,False,"['data analysis', 'machine learning', 'SQL', 'Excel', 'mentoring', 'problem solving']"
858,114 applicants,EXTERNAL,https://job-boards.greenhouse.io/airtable/jobs/7707023002?gh_src=aef790d02us,,3991822.0,Airtable,https://www.linkedin.com/company/airtable?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4100999816,https://www.linkedin.com/jobs/view/data-scientist-marketing-at-airtable-4100999816?trk=public_jobs_topcard-title,Los Angeles Metropolitan Area,2 days ago,,,2024-12-14,"$161,500.00/yr - $221,500.00/yr",Software Development,"Data Scientist, Marketing",Engineering and Information Technology,5.0,,,161500.0,221500.0,,True,"['data science', 'data analysis', 'data engineering', 'SQL', 'R', 'Python', 'dimensional modeling', 'data warehousing', 'statistics', 'experimental design', 'data modeling', 'DBT', 'Looker', 'data visualization']"
859,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/mid-level-data-scientist-at-illumination-works-4072180475?trk=public_jobs_topcard-title,,748762.0,Illumination Works,https://www.linkedin.com/company/illumination-works?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4072180475,https://www.linkedin.com/jobs/view/mid-level-data-scientist-at-illumination-works-4072180475?trk=public_jobs_topcard-title,United States,3 days ago,,,2024-12-13,,"IT Services and IT Consulting, Software Development, and Business Consulting and Services",Mid-Level Data Scientist,"Engineering, Information Technology, and Science",7.0,,,,,BS,True,"['data extraction', 'advanced analytics', 'data cleansing', 'Python mastery', 'problem-solving', 'creative thinking', 'experiment design', 'communication skills', 'research objectives', 'data insights', 'collaborative coding', 'machine learning', 'big data', 'deep learning']"
860,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/mlops-engineer-machine-learning-engineer-at-the-cypress-group-4080035948?trk=public_jobs_topcard-title,,29298.0,The Cypress Group,https://www.linkedin.com/company/the-cypress-group?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4080035948,https://www.linkedin.com/jobs/view/mlops-engineer-machine-learning-engineer-at-the-cypress-group-4080035948?trk=public_jobs_topcard-title,"Manhattan, NY",5 days ago,Chris DiFlorio,https://www.linkedin.com/in/chris-diflorio-73952185,2024-12-11,"$130,000.00/yr - $180,000.00/yr","Technology, Information and Media and Financial Services",MLOps Engineer/Machine Learning Engineer,Engineering,5.0,0.0,0.0,130000.0,180000.0,,False,"['ML infrastructure', 'Python', 'ML frameworks', 'on-premises systems', 'CI/CD']"
861,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-machine-learning-engineer-at-velocity-tech-inc-4099666348?trk=public_jobs_topcard-title,,90615330.0,Velocity Tech Inc,https://www.linkedin.com/company/velocitytechinc?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4099666348,https://www.linkedin.com/jobs/view/data-scientist-machine-learning-engineer-at-velocity-tech-inc-4099666348?trk=public_jobs_topcard-title,"Atlanta, GA",4 days ago,Hima T,https://www.linkedin.com/in/hima-t-91609116a,2024-12-12,$80.00/hr - $84.00/hr,IT Services and IT Consulting,Data Scientist / Machine Learning Engineer,Information Technology,,,,,,,False,"['Machine Learning', 'Python', 'Deep Learning', 'Gen AI', 'Computer Vision', 'Opensource', 'Azure Cloud', 'LLM', 'Images experience']"
862,77 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-msr-technology-group-4097012459?trk=public_jobs_topcard-title,,101576794.0,MSR Technology Group,https://www.linkedin.com/company/msr-technology-group?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4097012459,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-msr-technology-group-4097012459?trk=public_jobs_topcard-title,United States,5 days ago,,,2024-12-11,,Business Consulting and Services,Machine Learning Engineer,Information Technology,7.0,,,,,,True,"['Feature Engineering', 'ETL', 'Databricks', 'Medallion Architecture', 'MLflow', 'Apache Spark', 'PySpark', 'Python', 'SQL', 'CICD', 'Data Security', 'Compliance', 'Metadata Management']"
863,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-eliassen-group-4096161725?trk=public_jobs_topcard-title,"Vision insurance
Dental insurance
401(k)
Medical insurance
Disability insurance",13816.0,Eliassen Group,https://www.linkedin.com/company/eliassen-group?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4096161725,https://www.linkedin.com/jobs/view/data-scientist-at-eliassen-group-4096161725?trk=public_jobs_topcard-title,"California, United States",6 days ago,,,2024-12-10,,Construction,Data Scientist,Engineering and Science,,,,,,BS/MS,True,"['Data warehousing', 'SQL Server', 'Data Lake', 'ERP systems', 'Predictive modeling', 'Data visualization', 'Programming languages']"
864,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-scientist-at-odyssey-information-services-4099920359?trk=public_jobs_topcard-title,,56445.0,Odyssey Information Services,https://www.linkedin.com/company/odyssey-information-services?trk=public_jobs_topcard-org-name,Contract,Mid-Senior level,4099920359,https://www.linkedin.com/jobs/view/data-scientist-at-odyssey-information-services-4099920359?trk=public_jobs_topcard-title,Dallas-Fort Worth Metroplex,14 hours ago,Ryan McClanahan,https://www.linkedin.com/in/ryanmcclanahan,2024-12-17,,IT Services and IT Consulting,Data Scientist,Information Technology,,,,,,MS,False,"['data solutions', 'Python', 'statistical techniques', 'machine learning', 'data visualization']"
865,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/machine-learning-research-engineer-at-jcw-group-4097628242?trk=public_jobs_topcard-title,,73425041.0,JCW Group,https://uk.linkedin.com/company/jcwgroup?trk=public_jobs_topcard-org-name,Full-time,Associate,4097628242,https://www.linkedin.com/jobs/view/machine-learning-research-engineer-at-jcw-group-4097628242?trk=public_jobs_topcard-title,"New York, NY",3 days ago,Jackie A.,https://www.linkedin.com/in/jackiearnoldli1990,2024-12-13,"$150,000.00/yr - $200,000.00/yr","Financial Services, Technology, Information and Media, and Investment Banking",Machine Learning Research Engineer,Engineering,,,,150000.0,225000.0,MS,True,"['quantitative research', 'financial engineering', 'statistical models', 'machine learning', 'MLOps', 'Python', 'R', 'SQL', 'data processing']"
866,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/data-science-intern-at-connectmeta-ai-4101847766?trk=public_jobs_topcard-title,,101910509.0,CONNECTMETA.AI,https://uk.linkedin.com/company/connectmeta-ai?trk=public_jobs_topcard-org-name,Internship,Not Applicable,4101847766,https://www.linkedin.com/jobs/view/data-science-intern-at-connectmeta-ai-4101847766?trk=public_jobs_topcard-title,"California, United States",1 day ago,,,2024-12-15,,"Information Services, IT Services and IT Consulting, and Technology, Information and Internet",Data Science Intern,"Analyst, Information Technology, and Other",,,,,,,True,"['data science', 'financial data analysis', 'recommendation systems', 'sentiment analysis', 'chatbot development', 'image classification', 'audio classification', 'text analysis', 'data preprocessing', 'data visualization', 'machine learning', 'collaboration', 'communication']"
867,Over 200 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/staff-data-scientist-member-insights-at-sofi-4030716539?trk=public_jobs_topcard-title,,2301992.0,SoFi,https://www.linkedin.com/company/sofi?trk=public_jobs_topcard-org-name,Full-time,Not Applicable,4030716539,https://www.linkedin.com/jobs/view/staff-data-scientist-member-insights-at-sofi-4030716539?trk=public_jobs_topcard-title,"Seattle, WA",2 days ago,,,2024-12-14,"$153,600.00/yr - $264,000.00/yr",Financial Services,"Staff Data Scientist, Member Insights",Engineering and Information Technology,7.0,,,,,MS,False,"['data analysis', 'statistical modeling', 'machine learning', 'SQL', 'Python', 'data mining', 'A/B testing', 'visualization']"
868,Be among the first 25 applicants,EXTERNAL,https://stellarscience.applytojob.com/apply/ytBZ19oMNx/Data-Scientist-AIML-Expert?source=LILI&source=LINKEDIN,,1690638.0,Stellar Science Ltd Co,https://www.linkedin.com/company/stellar-science-ltd-co?trk=public_jobs_topcard-org-name,Full-time,Mid-Senior level,4099001617,https://www.linkedin.com/jobs/view/data-scientist-ai-ml-expert-at-stellar-science-ltd-co-4099001617?trk=public_jobs_topcard-title,"Albuquerque, NM",5 days ago,,,2024-12-12,,Internet Publishing,Data Scientist AI/ML Expert,Engineering and Information Technology,2.0,,,,,BS/MS/PHD,True,"['machine learning', 'deep learning', 'Python', 'C++', 'data analysis', 'data mining', 'simulation', 'communication skills', 'version control']"
869,118 applicants,EASY_APPLY,https://www.linkedin.com/jobs/view/machine-learning-engineer-platform-at-coinbase-4097057502?trk=public_jobs_topcard-title,,2857634.0,Coinbase,https://www.linkedin.com/company/coinbase?trk=public_jobs_topcard-org-name,Full-time,Entry level,4097057502,https://www.linkedin.com/jobs/view/machine-learning-engineer-platform-at-coinbase-4097057502?trk=public_jobs_topcard-title,United States,5 days ago,,,2024-12-11,"$147,900.00/yr - $174,000.00/yr","Technology, Information and Internet",Machine Learning Engineer - Platform,Engineering and Information Technology,2.0,,,147900.0,174000.0,MS,False,"['ML models', 'software engineering', 'Tensorflow', 'PyTorch', 'supervised learning', 'unsupervised learning', 'adaptability']"
